year	transect	lat_inner	lon_inner	lat_outer	lon_outer	day	month	season	time_start	time_end	species_code	species	count
1981	2	7.81471	-81.75889	7.81478	-81.75910	16	8	WET	1118	1127	CTE_MAR	Ctenochaetus_marginatus	2
1981	2	7.81471	-81.75889	7.81478	-81.75910	16	8	WET	1118	1127	HOL_PAS	Holacanthus_passer	3
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	HOL_PAS	Holacanthus_passer	10
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	ARO_MEL	Arothron_meleagris_	2
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	SUF_VER	Sufflamen_verres	5
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	ARO_HIS	Arothron_hispidus	1
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	SCA_GHO	Scarus_ghobban	7
1981	2	7.81471	-81.75889	7.81478	-81.75910	22	9	WET	1624	1630	SCA_RUB	Scarus_rubroviolaceus	3
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	HOL_PAS	Holacanthus_passer	3
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	CAR_MEL	Caranx_melampygus	2
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	ARO_MEL	Arothron_meleagris_	3
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	THA_LUC	Thalassoma_lucasanum	1
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	JOH_NIG	Johnrandallia_nigrirostris	6
1981	2	7.81471	-81.75889	7.81478	-81.75910	13	11	WET	1401	1407	ACA_XAN	Acanthurus_xanthopterus	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	16	8	WET	1132	1136	HOL_PAS	Holacanthus_passer	5
1981	3	7.81461	-81.75894	7.81467	-81.75916	16	8	WET	1132	1136	ARO_MEL	Arothron_meleagris_	5
1981	3	7.81461	-81.75894	7.81467	-81.75916	16	8	WET	1132	1136	SUF_VER	Sufflamen_verres	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	SCA_RUB	Scarus_rubroviolaceus	7
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	HOL_PAS	Holacanthus_passer	3
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	SER_RIV	Seriola_rivoliana	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	ARO_HIS	Arothron_hispidus	2
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	NOV_TAE	Novaculichthys_taeniourus	2
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	SUF_VER	Sufflamen_verres	5
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	CTE_MAR	Ctenochaetus_marginatus	2
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	CHA_HUM	Chaetodon_humeralis	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	ACA_XAN	Acanthurus_xanthopterus	2
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	ARO_MEL	Arothron_meleagris_	4
1981	3	7.81461	-81.75894	7.81467	-81.75916	22	9	WET	1632	1638	EPI_PAN	Epinephelus_panamensis	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	ARO_HIS	Arothron_hispidus	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	nd	nd	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	SCA_RUB	Scarus_rubroviolaceus	3
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	ARO_MEL	Arothron_meleagris_	4
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	HOL_PAS	Holacanthus_passer	7
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	SUF_VER	Sufflamen_verres	1
1981	3	7.81461	-81.75894	7.81467	-81.75916	13	11	WET	1413	1420	CAR_MEL	Caranx_melampygus	1
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	LUT_ARG	Lutjanus_argentiventris	1
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	ARO_MEL	Arothron_meleagris_	3
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	SCA_RUB	Scarus_rubroviolaceus	14
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	SUF_VER	Sufflamen_verres	3
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	HOL_PAS	Holacanthus_passer	5
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	CAR_MEL	Caranx_melampygus	3
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	NOV_TAE	Novaculichthys_taeniourus	2
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	GNA_SPE	Gnathanodon_speciosus	1
1983	1	7.81483	-81.75886	7.81490	-81.75907	26	4	WET	1100	1106	ZAN_COR	Zanclus_cornutus	2
1983	1	7.81483	-81.75886	7.81490	-81.75907	30	10	WET	906	912	ACA_XAN	Acanthurus_xanthopterus	5
1983	1	7.81483	-81.75886	7.81490	-81.75907	30	10	WET	906	912	HOL_PAS	Holacanthus_passer	6
1983	1	7.81483	-81.75886	7.81490	-81.75907	30	10	WET	906	912	SUF_VER	Sufflamen_verres	1
1983	1	7.81483	-81.75886	7.81490	-81.75907	30	10	WET	906	912	SCA_RUB	Scarus_rubroviolaceus	2
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	SCA_RUB	Scarus_rubroviolaceus	1
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	SUF_VER	Sufflamen_verres	3
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	HOL_PAS	Holacanthus_passer	6
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	ACA_NIG	Acanthurus_nigricans	1
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	ZAN_COR	Zanclus_cornutus	2
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	FIS_COM	Fistularia_commersonni	1
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	ACA_XAN	Acanthurus_xanthopterus	4
1983	2	7.81471	-81.75889	7.81478	-81.75910	30	10	WET	914	920	ARO_MEL	Arothron_meleagris_	4
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	ARO_MEL	Arothron_meleagris_	3
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	HOL_PAS	Holacanthus_passer	10
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	ACA_TRI	Acanthurus_triostegus	1
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	CAR_MEL	Caranx_melampygus	1
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	ZAN_COR	Zanclus_cornutus	1
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	FIS_COM	Fistularia_commersonni	3
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	CAR_CAB	Caranx_caballus	1
1983	3	7.81461	-81.75894	7.81467	-81.75916	30	10	WET	923	929	ACA_XAN	Acanthurus_xanthopterus	1
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	KYP_ANA	Kyphosus_analogous	3
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	HOL_PAS	Holacanthus_passer	17
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	SCA_RUB	Scarus_rubroviolaceus	5
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	CTE_MAR	Ctenochaetus_marginatus	1
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	ARO_MEL	Arothron_meleagris_	1
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	SUF_VER	Sufflamen_verres	2
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	PSE_NAU	Pseudobalistes_naufragium	2
1984	1	7.81483	-81.75886	7.81490	-81.75907	21	7	WET	1323	1329	ARO_HIS	Arothron_hispidus	1
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	LUT_VIR	Lutjanus_viridis	34
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	KYP_ANA	Kyphosus_analogous	1
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	HOL_PAS	Holacanthus_passer	3
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	SCA_RUB	Scarus_rubroviolaceus	3
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	CTE_MAR	Ctenochaetus_marginatus	2
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	ARO_MEL	Arothron_meleagris_	2
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	SUF_VER	Sufflamen_verres	1
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	THA_GRA	Thalassoma_grammaticum	1
1984	2	7.81471	-81.75889	7.81478	-81.75910	21	7	WET	1331	1336	JOH_NIG	Johnrandallia_nigrirostris	1
1984	3	7.81461	-81.75894	7.81467	-81.75916	21	7	WET	1338	1344	HOL_PAS	Holacanthus_passer	7
1984	3	7.81461	-81.75894	7.81467	-81.75916	21	7	WET	1338	1344	SUF_VER	Sufflamen_verres	6
1984	3	7.81461	-81.75894	7.81467	-81.75916	21	7	WET	1338	1344	ARO_MEL	Arothron_meleagris_	2
1984	3	7.81461	-81.75894	7.81467	-81.75916	21	7	WET	1338	1344	SCA_RUB	Scarus_rubroviolaceus	2
1985	1	7.81483	-81.75886	7.81490	-81.75907	23	1	DRY	1404	1410	ACA_XAN	Acanthurus_xanthopterus	12
1985	1	7.81483	-81.75886	7.81490	-81.75907	23	1	DRY	1404	1410	SUF_VER	Sufflamen_verres	1
1985	1	7.81483	-81.75886	7.81490	-81.75907	23	1	DRY	1404	1410	ARO_MEL	Arothron_meleagris_	2
1985	1	7.81483	-81.75886	7.81490	-81.75907	23	1	DRY	1404	1410	NOV_TAE	Novaculichthys_taeniourus	2
1985	1	7.81483	-81.75886	7.81490	-81.75907	23	1	DRY	1404	1410	SCA_GHO	Scarus_ghobban	1
1985	1	7.81483	-81.75886	7.81490	-81.75907	12	8	WET	1021	1027	HOL_PAS	Holacanthus_passer	2
1985	1	7.81483	-81.75886	7.81490	-81.75907	12	8	WET	1021	1027	THA_GRA	Thalassoma_grammaticum	1
1985	1	7.81483	-81.75886	7.81490	-81.75907	12	8	WET	1021	1027	ARO_MEL	Arothron_meleagris_	2
1985	1	7.81483	-81.75886	7.81490	-81.75907	12	8	WET	1021	1027	SUF_VER	Sufflamen_verres	7
1985	1	7.81483	-81.75886	7.81490	-81.75907	12	8	WET	1021	1027	SCA_RUB	Scarus_rubroviolaceus	3
1985	2	7.81471	-81.75889	7.81478	-81.75910	23	1	DRY	1412	1418	ACA_XAN	Acanthurus_xanthopterus	5
1985	2	7.81471	-81.75889	7.81478	-81.75910	23	1	DRY	1412	1418	JOH_NIG	Johnrandallia_nigrirostris	1
1985	2	7.81471	-81.75889	7.81478	-81.75910	23	1	DRY	1412	1418	THA_GRA	Thalassoma_grammaticum	1
1985	2	7.81471	-81.75889	7.81478	-81.75910	23	1	DRY	1412	1418	SCA_GHO	Scarus_ghobban	1
1985	2	7.81471	-81.75889	7.81478	-81.75910	23	1	DRY	1412	1418	SUF_VER	Sufflamen_verres	1
1985	2	7.81471	-81.75889	7.81478	-81.75910	12	8	WET	1028	1033	SUF_VER	Sufflamen_verres	3
1985	2	7.81471	-81.75889	7.81478	-81.75910	12	8	WET	1028	1033	SCA_RUB	Scarus_rubroviolaceus	2
1985	2	7.81471	-81.75889	7.81478	-81.75910	12	8	WET	1028	1033	ARO_MEL	Arothron_meleagris_	2
1985	2	7.81471	-81.75889	7.81478	-81.75910	12	8	WET	1028	1033	HAL_CHI	Halichoeres_chierchiae	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	SUF_VER	Sufflamen_verres	4
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	ACA_XAN	Acanthurus_xanthopterus	8
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	HOL_PAS	Holacanthus_passer	5
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	SCA_RUB	Scarus_rubroviolaceus	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	BAL_POL	Balistes_polylepis	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	ARO_HIS	Arothron_hispidus	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	23	1	DRY	1421	1428	ARO_MEL	Arothron_meleagris_	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	LUT_VIR	Lutjanus_viridis	15
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	ARO_MEL	Arothron_meleagris_	2
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	MYR_LEI	Myripristis_leiognathus	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	JOH_NIG	Johnrandallia_nigrirostris	4
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	HOL_PAS	Holacanthus_passer	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	SUF_VER	Sufflamen_verres	7
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	FIS_COM	Fistularia_commersonni	1
1985	3	7.81461	-81.75894	7.81467	-81.75916	12	8	WET	1035	1040	SCA_RUB	Scarus_rubroviolaceus	3
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	LUT_VIR	Lutjanus_viridis	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	HOL_PAS	Holacanthus_passer	4
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	SUF_VER	Sufflamen_verres	5
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	ARO_MEL	Arothron_meleagris_	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	SCA_RUB	Scarus_rubroviolaceus	3
1986	1	7.81483	-81.75886	7.81490	-81.75907	20	1	DRY	1323	1328	ACA_XAN	Acanthurus_xanthopterus	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	LUT_VIR	Lutjanus_viridis	50
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	LUT_ARG	Lutjanus_argentiventris	9
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	MYR_LEI	Myripristis_leiognathus	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	ARO_MEL	Arothron_meleagris_	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	HOL_PAS	Holacanthus_passer	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	SCA_GHO	Scarus_ghobban	5
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	SCA_PER	Scarus_perrico	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	SUF_VER	Sufflamen_verres	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	JOH_NIG	Johnrandallia_nigrirostris	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	DIO_HOL	Diodon_holocanthus	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	7	5	WET	954	1002	PAR_COL	Paranthias_colonus	20
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	LUT_VIR	Lutjanus_viridis	33
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	ARO_MEL	Arothron_meleagris_	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	HOL_PAS	Holacanthus_passer	7
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	JOH_NIG	Johnrandallia_nigrirostris	2
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	PAR_COL	Paranthias_colonus	10
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	SCA_RUB	Scarus_rubroviolaceus	1
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	SUF_VER	Sufflamen_verres	3
1986	1	7.81483	-81.75886	7.81490	-81.75907	2	8	WET	1159	1206	NOV_TAE	Novaculichthys_taeniourus	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	LUT_VIR	Lutjanus_viridis	5
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	SUF_VER	Sufflamen_verres	7
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	SCA_GHO	Scarus_ghobban	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	ARO_MEL	Arothron_meleagris_	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	HOL_PAS	Holacanthus_passer	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	20	1	DRY	1330	1336	EPI_PAN	Epinephelus_panamensis	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	LUT_ARG	Lutjanus_argentiventris	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	HOL_PAS	Holacanthus_passer	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	SCA_GHO	Scarus_ghobban	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	SCA_PER	Scarus_perrico	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	SUF_VER	Sufflamen_verres	4
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	SCA_RUB	Scarus_rubroviolaceus	4
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	NOV_TAE	Novaculichthys_taeniourus	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	ARO_MEL	Arothron_meleagris_	5
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	BOD_DIP	Bodianus_diplotaenia	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	7	5	WET	1003	1009	PAR_COL	Paranthias_colonus	30
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	LUT_VIR	Lutjanus_viridis	8
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	PAR_COL	Paranthias_colonus	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	NOV_TAE	Novaculichthys_taeniourus	2
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	SCA_RUB	Scarus_rubroviolaceus	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	SUF_VER	Sufflamen_verres	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	ARO_MEL	Arothron_meleagris_	4
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	HOL_PAS	Holacanthus_passer	6
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	JOH_NIG	Johnrandallia_nigrirostris	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	BOD_DIP	Bodianus_diplotaenia	1
1986	2	7.81471	-81.75889	7.81478	-81.75910	2	8	WET	1150	1157	AUL_CHI	Aulostomus_chinensis	2
1986	3	7.81461	-81.75894	7.81467	-81.75916	20	1	DRY	1340	1346	SUF_VER	Sufflamen_verres	4
1986	3	7.81461	-81.75894	7.81467	-81.75916	20	1	DRY	1340	1346	EPI_PAN	Epinephelus_panamensis	6
1986	3	7.81461	-81.75894	7.81467	-81.75916	20	1	DRY	1340	1346	HOL_PAS	Holacanthus_passer	6
1986	3	7.81461	-81.75894	7.81467	-81.75916	20	1	DRY	1340	1346	SCA_GHO	Scarus_ghobban	2
1986	3	7.81461	-81.75894	7.81467	-81.75916	20	1	DRY	1340	1346	SCA_RUB	Scarus_rubroviolaceus	3
1986	3	7.81461	-81.75894	7.81467	-81.75916	7	5	WET	1010	1017	LUT_VIR	Lutjanus_viridis	3
1986	3	7.81461	-81.75894	7.81467	-81.75916	7	5	WET	1010	1017	HOL_PAS	Holacanthus_passer	3
1986	3	7.81461	-81.75894	7.81467	-81.75916	7	5	WET	1010	1017	SUF_VER	Sufflamen_verres	5
1986	3	7.81461	-81.75894	7.81467	-81.75916	7	5	WET	1010	1017	JOH_NIG	Johnrandallia_nigrirostris	1
1986	3	7.81461	-81.75894	7.81467	-81.75916	7	5	WET	1010	1017	ARO_MEL	Arothron_meleagris_	1
